x,y,预订任务限额,预订任务开始时间,信誉值
22.947097,113.67998300000001,114.0,6:30:00,67997.3868
22.577792000000002,113.96652399999999,163.0,6:30:00,37926.5416
23.192458,113.347272,139.0,6:30:00,27953.0363
23.255965,113.31875,98.0,6:30:00,25085.6986
22.262784,112.79768,72.0,6:30:00,18237.6295
23.143373,113.37631499999999,95.0,6:42:00,14868.4446
23.28528,113.65184199999999,110.0,6:36:00,13556.1555
23.099259,113.488909,64.0,6:36:00,13327.9511
23.192462,113.34726,89.0,6:42:00,11349.0899
22.548889000000003,113.95536799999999,102.0,6:33:00,10957.5811
23.178845000000003,113.358177,90.0,6:45:00,10427.7392
23.054910999999997,113.76888799999999,232.0,6:30:00,10210.6765
23.053426,113.76163400000002,217.0,6:33:00,10187.7506
23.054769,113.65272,171.0,6:30:00,9495.8126
22.92814,114.081898,52.0,6:39:00,9065.9062
23.146943,113.305001,85.0,6:48:00,8549.9583
23.025829,113.31736200000002,73.0,6:33:00,7054.4886
23.012667,113.839206,94.0,6:30:00,6824.2516
22.574867,113.92018799999998,77.0,6:36:00,6510.0602
23.262722,113.29603,73.0,6:39:00,6105.2056
23.216282999999997,113.29178999999999,60.0,6:54:00,5207.8348
22.724052,113.92205700000001,38.0,6:30:00,4268.3089
23.025831,113.31738,57.0,6:36:00,4236.5421
23.141683999999998,113.26213700000001,62.0,6:51:00,4182.3338
23.173014000000002,113.320705,58.0,7:00:00,3836.0711
23.187008,113.25764199999999,56.0,6:57:00,3562.2053
23.10714,113.30188899999999,43.0,7:06:00,3039.9026
22.667339000000002,114.007186,25.0,6:39:00,2923.8802
23.129688,113.409023,34.0,7:00:00,2755.8648
22.993463000000002,114.728544,29.0,6:30:00,2635.5945
22.799744,113.782606,19.0,6:33:00,2274.9848
23.125731,113.40230600000001,29.0,7:09:00,2148.7238
23.089161999999998,112.88246699999999,51.0,6:33:00,2127.005
23.13759,113.38175700000001,33.0,7:09:00,1980.8566
22.935859,113.68323400000001,67.0,6:33:00,1937.4291
23.099656,113.487402,23.0,6:48:00,1650.2348
23.039077,113.13373600000001,55.0,6:30:00,1523.3223
22.640977,114.061072,24.0,6:36:00,1507.8397
22.698914000000002,113.818848,26.0,6:30:00,1498.9031
22.699085,113.79328000000001,17.0,6:36:00,1493.9265
22.630761,114.088349,26.0,6:36:00,1474.9462
22.736419,114.275272,64.0,6:30:00,1430.8899
23.166269,113.21411,40.0,6:51:00,1366.1619
23.026671,113.31416100000001,31.0,6:45:00,1256.9036
22.605016,114.134612,24.0,6:36:00,1179.1445
22.55258,114.131064,22.0,6:39:00,1125.7637
22.551064999999998,113.906415,33.0,6:42:00,1078.8887
23.258526,113.32077199999999,33.0,6:51:00,1054.1406
23.201831,113.329844,28.0,7:21:00,1047.2994
22.55234,114.004208,20.0,6:51:00,956.449
23.127807999999998,113.26890900000001,28.0,7:09:00,876.885
22.963677,113.668272,32.0,6:45:00,860.6575
22.546424,114.091551,20.0,6:45:00,819.5817
23.027282,113.321826,25.0,6:51:00,812.4732
22.649465,114.046196,16.0,6:51:00,802.9929
23.013316,113.764039,56.0,6:42:00,801.945
22.786188,113.89986,18.0,6:39:00,768.431
22.631265,114.088053,19.0,6:54:00,759.2893
22.59321,113.99723200000001,17.0,7:06:00,758.6399
22.646966,114.054897,15.0,7:03:00,741.186
22.537631,113.92120600000001,28.0,6:51:00,716.1536
22.945963,113.378949,17.0,6:45:00,692.4968
22.572454,113.90061100000001,27.0,6:51:00,680.1682
23.138201000000002,113.305131,1.0,6:36:00,661.4701
23.125711,113.266843,1.0,6:39:00,638.8183
22.921069,114.01161100000002,5.0,7:00:00,636.5533
23.085993,113.286892,20.0,7:18:00,631.8731
23.201472,113.328149,21.0,7:27:00,607.9601
23.107633,113.934697,48.0,6:30:00,585.3526
23.05819,113.382202,17.0,7:18:00,578.4185
22.631295,114.088048,16.0,7:03:00,577.3317
23.04938,113.17071100000001,27.0,6:42:00,557.8477
22.832066,113.71790800000001,10.0,6:36:00,544.8401
22.746146,113.845129,13.0,6:48:00,544.5673
22.695229,114.23503600000001,34.0,6:33:00,537.6568
23.023982999999998,113.11335700000001,41.0,6:36:00,533.4239
23.025897,113.317272,20.0,7:03:00,526.7561
22.559031,114.13381499999998,15.0,6:57:00,512.8802
23.134029,113.380696,1.0,6:45:00,498.2218
22.979376000000002,113.359597,15.0,6:57:00,479.3786
22.617332,114.046699,12.0,7:18:00,466.0196
23.110205999999998,113.840149,36.0,6:45:00,464.8392
23.467117000000002,113.36578999999999,19.0,6:33:00,463.2336
22.661854,114.02758,12.0,7:00:00,462.5524
22.805765,113.580688,58.0,6:30:00,456.8141
22.573973000000002,114.118394,14.0,7:06:00,443.4528
23.048773,113.320775,16.0,7:27:00,438.3089
22.654465,114.04255800000001,12.0,7:12:00,432.0017
23.08834,113.811783,42.0,6:48:00,430.3396
23.042076,113.088167,36.0,6:39:00,425.5539
22.715649,114.26645400000001,34.0,6:36:00,419.474
23.102272,113.314206,15.0,7:51:00,409.9957
22.957762,113.88559099999999,40.0,6:30:00,404.3689
22.735681,114.276218,34.0,6:39:00,401.2549
22.566656,114.04878500000001,11.0,7:27:00,389.3617
22.605696,114.052535,11.0,7:30:00,388.9843
22.528087,114.053445,12.0,7:06:00,385.9114
22.557073000000003,114.09361899999999,1.0,6:30:00,371.5909
22.663709,114.02819,10.0,7:15:00,358.6164
22.600908,114.124103,13.0,7:24:00,355.7476
22.702596,113.84158500000001,10.0,6:51:00,339.6894
23.133346,113.28821299999998,1.0,6:54:00,325.9203
23.371734,113.24984099999999,33.0,6:33:00,322.1326
23.060244,113.228424,15.0,7:18:00,318.7701
23.025509,113.136987,29.0,6:45:00,318.7701
23.131169,113.297453,16.0,7:39:00,317.5724
22.55917,113.964202,16.0,7:21:00,317.3112
22.571019,114.063028,10.0,7:42:00,316.9499
23.019707999999998,113.08888600000002,1.0,6:30:00,313.7988
22.602495,114.120857,12.0,7:30:00,310.1361
23.291608,113.311949,17.0,6:54:00,308.6912
22.526055,113.932399,18.0,7:00:00,308.3529
22.957819,113.88545500000001,32.0,6:33:00,289.7356
23.136869,113.252176,17.0,7:33:00,287.4723
22.5606,113.914169,17.0,7:03:00,286.1964
23.02382,113.12482,22.0,7:06:00,284.9008
23.170052,112.89601200000001,14.0,6:36:00,271.4754
23.192579000000002,113.347404,14.0,7:42:00,263.7415
22.609184,114.036224,1.0,6:33:00,255.3604
23.096916,113.284093,11.0,7:57:00,246.9617
22.58338,114.13239499999999,1.0,6:36:00,243.7428
22.737832,113.824021,8.0,6:54:00,243.0345
22.669148,113.923368,11.0,7:00:00,240.7228
22.697751,114.227313,22.0,6:45:00,239.112
22.634345,114.07933600000001,10.0,7:39:00,239.0776
23.017262,113.334856,15.0,7:18:00,239.0776
23.035953,113.163214,19.0,6:54:00,236.2993
22.615165,114.168801,12.0,7:09:00,234.2849
22.999192,114.343194,42.0,6:30:00,233.9414
23.107526999999997,113.14625,22.0,6:51:00,225.3733
22.670303,114.13948700000002,11.0,7:24:00,225.2535
22.667193,114.020917,7.0,7:30:00,223.4477
23.626787,113.43641000000001,13.0,6:30:00,219.9701
22.653315,114.02951599999999,8.0,7:36:00,219.7008
22.626070000000002,114.073376,10.0,7:57:00,218.2444
22.644142000000002,113.867745,11.0,7:15:00,213.7231
23.055061,113.74438400000001,25.0,7:03:00,213.5504
22.633177,114.230291,19.0,6:54:00,212.6327
22.980660999999998,114.00200500000001,14.0,6:33:00,200.0799
23.174498999999997,113.263282,13.0,7:42:00,199.2313
22.93804,113.665746,20.0,6:42:00,199.2313
22.845506,113.269551,63.0,6:30:00,199.2313
22.563546,114.13839899999999,9.0,7:39:00,197.6011
22.6656,114.20803000000001,18.0,7:06:00,196.782
23.133276000000002,113.249702,14.0,7:48:00,195.40099999999998
23.118029999999997,113.36228700000001,10.0,8:00:00,192.2122
22.919953,113.21396100000001,1.0,6:30:00,191.2621
22.705938,114.091435,9.0,7:21:00,190.1459
22.654493,114.04260500000001,8.0,7:57:00,188.7821
22.995646,114.006372,13.0,6:39:00,183.7939
23.022885000000002,113.82693300000001,26.0,6:57:00,183.2365
22.624889000000003,114.152166,1.0,6:36:00,181.9852
23.224528,113.31746799999999,11.0,7:45:00,181.2249
22.741636,114.26665200000001,1.0,6:30:00,180.201
23.054148,113.294756,10.0,7:51:00,179.3082
22.674691,113.796497,1.0,6:30:00,179.3082
22.966344,113.092801,13.0,7:21:00,179.3082
23.156692,113.328526,13.0,8:00:00,174.7604
23.190576999999998,113.251884,12.0,7:45:00,171.1987
23.010914,113.733551,23.0,7:03:00,171.1253
23.072207000000002,113.112958,23.0,6:51:00,169.0116
23.101557999999997,113.31450600000001,10.0,8:00:00,168.3819
23.012481,113.083899,23.0,6:54:00,168.3546
22.611218,114.15920700000001,9.0,7:36:00,159.3851
23.1306,113.241295,14.0,7:57:00,159.3851
22.619846,114.10703400000001,9.0,8:00:00,157.4156
22.55123,114.093465,8.0,7:48:00,152.1497
22.506225,113.945301,1.0,6:30:00,151.7244
22.657811,114.029555,7.0,7:51:00,151.7204
23.016932999999998,113.14900700000001,21.0,7:00:00,151.5345
22.630003,114.15493799999999,10.0,7:45:00,151.4158
22.800524,113.82890800000001,7.0,6:51:00,151.4158
23.120203,113.136969,17.0,7:00:00,149.86
23.293868,113.372001,12.0,6:51:00,149.0707
23.034994,113.749133,22.0,7:12:00,148.8489
23.045704,113.49505,7.0,6:51:00,148.5654
23.106751000000003,113.31249299999999,9.0,8:00:00,147.3951
23.039656,113.718566,12.0,6:45:00,145.8889
23.0391,113.13376000000001,20.0,7:06:00,145.195
23.226408,113.27228400000001,10.0,7:48:00,142.0646
22.665157,114.03023200000001,6.0,7:51:00,140.7584
22.621807999999998,114.031797,7.0,8:00:00,139.4619
22.628276,114.15941299999999,9.0,7:48:00,139.4619
23.103618,113.37559099999999,8.0,8:00:00,139.4619
23.019975,113.33984199999999,11.0,7:36:00,138.8561
22.919974,113.213898,1.0,6:33:00,135.7602
22.619739000000003,114.107025,8.0,8:00:00,134.8147
22.965764,114.03583200000001,12.0,6:36:00,134.5708
22.676151,114.014881,1.0,6:33:00,132.10299999999998
22.960617000000003,113.701495,15.0,7:06:00,130.7752
23.106792000000002,113.312499,9.0,8:00:00,127.508
22.520804000000002,113.942816,12.0,7:06:00,126.9857
22.980092000000003,113.017895,24.0,6:42:00,123.5234
23.558419,113.614671,30.0,6:30:00,120.3874
22.638154,114.20246100000001,13.0,7:33:00,119.5388
22.723878,113.90333700000001,7.0,7:00:00,119.5388
22.551842,114.13140700000001,7.0,8:00:00,119.5388
23.097481,113.269269,8.0,8:00:00,119.5388
22.69495,114.23199199999999,1.0,6:36:00,119.5388
23.127013,113.39974199999999,7.0,8:00:00,119.5388
22.982070999999998,114.032407,11.0,6:42:00,119.5388
22.970760000000002,113.99635,9.0,6:42:00,119.5388
22.928824,112.93973899999999,30.0,6:33:00,119.5388
23.227075,113.29321200000001,9.0,7:57:00,115.9629
23.146568,113.34682600000001,1.0,7:06:00,115.7718
23.212972,113.391595,8.0,7:42:00,115.646
23.143901,113.299725,10.0,8:00:00,115.5542
23.060157999999998,113.777571,25.0,7:06:00,115.5408
23.03343,113.14227,18.0,7:15:00,114.8859
23.019462,113.077555,16.0,7:27:00,114.4205
22.563803,114.040747,6.0,8:00:00,112.9106
23.444281,113.196688,24.0,6:33:00,112.1376
23.467101,113.365807,9.0,6:36:00,111.5695
22.589192999999998,113.97319399999999,9.0,8:00:00,110.69
23.065583,113.585017,7.0,6:48:00,108.7365
23.100414,113.29510400000001,8.0,8:00:00,106.4804
23.075797,113.288044,8.0,8:00:00,105.5926
23.340387,113.303661,12.0,6:45:00,105.5176
23.073486,113.17043899999999,11.0,7:39:00,105.3559
23.018176999999998,113.341384,9.0,7:51:00,104.1227
22.576181,114.11314499999999,7.0,8:00:00,103.6003
23.037115,113.117726,17.0,7:18:00,103.0065
22.657617000000002,114.20775900000001,13.0,7:30:00,102.08
22.615435,114.12320700000001,7.0,8:00:00,102.0617
23.484326,113.205374,23.0,6:33:00,101.60799999999999
22.773827,114.329945,18.0,6:42:00,99.6157
23.309835,113.36433000000001,11.0,7:00:00,99.6157
22.588494,113.949223,9.0,8:00:00,99.6157
22.73834,113.814489,5.0,7:06:00,99.6157
23.042795,113.30588,8.0,8:00:00,99.6157
22.617982,114.118918,7.0,8:00:00,99.6157
22.729964000000002,114.297779,15.0,6:57:00,99.6157
23.207391,113.335702,9.0,8:00:00,99.6157
23.051220999999998,113.787943,19.0,7:15:00,99.6157
22.832479,113.061531,3.0,6:42:00,99.6157
22.796875,113.771143,4.0,7:00:00,97.0036
22.801349,113.714482,1.0,6:30:00,94.9628
22.763973,113.813969,5.0,7:09:00,94.8781
23.114455,113.31211,8.0,8:00:00,93.5386
23.205772,113.27059399999999,1.0,7:09:00,93.2156
23.007204,113.12903,16.0,7:15:00,93.1884
23.396767,113.25510600000001,18.0,6:45:00,92.9875
22.683833,114.002003,5.0,7:54:00,92.8451
22.537617,114.12038700000001,7.0,8:00:00,92.14399999999999
23.014185,113.64811399999999,14.0,7:00:00,91.5635
22.720184,114.275458,16.0,7:03:00,88.7475
23.132941,113.338573,9.0,8:00:00,88.1576
23.112296,113.127154,14.0,7:21:00,87.1681
23.041392000000002,113.75766000000002,1.0,6:30:00,86.2996
23.0946,113.28443600000001,7.0,8:00:00,85.6695
22.676474,113.82178300000001,1.0,6:33:00,84.414
22.964203,113.08838300000001,15.0,7:12:00,84.0491
22.540942,114.073682,7.0,8:00:00,83.6772
23.064767,113.05448,13.0,7:36:00,83.6772
22.684504,113.95111499999999,6.0,7:33:00,82.9086
22.563444,114.12794299999999,6.0,8:00:00,82.3088
23.160089000000003,113.240921,10.0,8:00:00,79.6925
23.068369,113.261283,7.0,8:00:00,79.6925
23.212104,113.291573,7.0,8:00:00,79.6925
23.194579,113.273734,8.0,8:00:00,79.6925
22.591387,114.124439,1.0,6:42:00,79.6925
23.097545999999998,113.33598,1.0,7:12:00,79.6925
23.093079,113.278148,1.0,7:09:00,79.6925
23.442511,113.327665,9.0,6:45:00,79.6925
22.536425,113.94882199999999,9.0,7:27:00,79.6925
22.757872,113.913137,5.0,7:15:00,79.6925
22.572146,113.904177,9.0,7:18:00,79.6925
23.207769,113.37964299999999,7.0,7:57:00,79.6925
23.133812,113.27093500000001,1.0,7:12:00,79.6925
23.110957,113.460126,5.0,7:15:00,79.6925
22.631729,114.11967800000001,6.0,8:00:00,79.6925
22.572337,114.121094,1.0,6:42:00,79.6925
23.148395999999998,113.293411,8.0,8:00:00,79.6925
23.137481,113.28301499999999,8.0,8:00:00,79.6925
23.381258,113.220174,16.0,6:45:00,79.6925
22.693376,113.941047,6.0,7:24:00,79.6925
23.141344,113.34357800000001,8.0,8:00:00,79.6925
22.651485,114.11023899999999,6.0,8:00:00,79.6925
23.150785,113.332625,9.0,8:00:00,79.6925
23.247414000000003,113.31608100000001,9.0,7:42:00,79.6925
22.550214,114.092453,6.0,8:00:00,79.6925
23.144206,113.240874,10.0,8:00:00,79.6925
22.910687,113.999879,8.0,6:48:00,79.6925
22.878442,113.821749,6.0,6:48:00,79.6925
22.80034,113.82803799999999,5.0,7:06:00,79.6925
22.947805,113.274358,8.0,7:03:00,79.6925
22.821220999999998,113.052974,5.0,6:33:00,79.6925
23.037111,113.134501,11.0,8:00:00,79.6925
22.887126000000002,113.40168600000001,14.0,6:36:00,75.3616
22.960801999999997,113.33574899999999,5.0,7:24:00,73.2507
23.063445,113.77457199999999,20.0,7:09:00,71.7233
22.939187,113.746074,17.0,7:03:00,70.9796
22.665838,114.068923,5.0,8:00:00,64.7502
22.568389,113.90155,8.0,7:21:00,64.292
22.592527,113.84644399999999,13.0,7:03:00,61.7617
23.40515,113.22872199999999,13.0,6:54:00,60.12
23.26376,113.258772,7.0,7:42:00,59.7694
23.137429,113.28285600000001,7.0,8:00:00,59.7694
23.136754999999997,113.393612,1.0,7:09:00,59.7694
23.135920000000002,113.315173,7.0,8:00:00,59.7694
23.137578,113.28293500000001,7.0,8:00:00,59.7694
23.254296,113.31565900000001,8.0,7:57:00,59.7694
23.120306,113.268304,6.0,8:00:00,59.7694
23.126948000000002,113.27423999999999,7.0,8:00:00,59.7694
23.151009,113.551515,1.0,6:30:00,59.7694
23.077633,113.289146,6.0,8:00:00,59.7694
22.692574,114.22422399999999,11.0,7:21:00,59.7694
22.936494,113.35928500000001,6.0,7:15:00,59.7694
23.124292,113.357872,6.0,8:00:00,59.7694
22.944615,113.403347,5.0,7:12:00,59.7694
22.676503,114.01931100000002,3.0,8:00:00,59.7694
23.164734,113.229295,8.0,8:00:00,59.7694
23.104198,113.363252,6.0,8:00:00,59.7694
22.735438000000002,114.284747,13.0,7:03:00,59.7694
22.540448,114.066268,1.0,6:48:00,59.7694
22.686066,113.99306100000001,4.0,8:00:00,59.7694
22.633013000000002,114.041198,4.0,8:00:00,59.7694
22.721816,114.26517700000001,13.0,7:06:00,59.7694
22.549107,114.12836100000001,5.0,8:00:00,59.7694
23.10824,113.26614,6.0,8:00:00,59.7694
22.612929,114.137262,5.0,8:00:00,59.7694
22.543915,114.058444,5.0,8:00:00,59.7694
23.126053,113.401054,5.0,8:00:00,59.7694
22.523460999999998,114.04787900000001,5.0,8:00:00,59.7694
22.688779,113.94495500000001,5.0,7:42:00,59.7694
22.735666000000002,113.90807099999999,5.0,7:27:00,59.7694
23.124435000000002,113.338799,6.0,8:00:00,59.7694
22.588207,113.906852,8.0,7:39:00,59.7694
23.054901,113.768854,18.0,7:15:00,59.7694
23.173780999999998,112.864304,1.0,6:30:00,59.7694
23.118702,113.132484,11.0,7:27:00,59.7694
23.040919,113.132589,10.0,8:00:00,59.7694
23.004923,113.15750700000001,13.0,7:27:00,59.7694
23.072993,113.209,1.0,6:51:00,59.7694
22.992379999999997,113.126195,13.0,7:24:00,59.7694
23.287294,113.625475,12.0,6:30:00,59.2557
23.181232,113.51278,3.0,6:48:00,58.2166
22.620732,114.142503,5.0,8:00:00,57.6201
22.654518,114.042548,4.0,8:00:00,57.1467
22.979873,113.314866,1.0,6:30:00,56.9125
23.13475,113.392481,1.0,7:15:00,56.9125
22.985329,113.719121,12.0,7:30:00,55.7674
22.615454,114.12311299999999,5.0,8:00:00,55.7056
23.065181,113.15496,12.0,7:45:00,55.5474
22.624164999999998,114.044003,4.0,8:00:00,55.5456
23.107515,113.457024,4.0,7:33:00,53.5749
22.573093,113.960327,6.0,8:00:00,53.1584
22.5738,113.9662,6.0,8:00:00,52.5572
22.605395,114.127734,5.0,8:00:00,51.806999999999995
22.555394,114.118897,5.0,8:00:00,50.3799
22.52894,114.07265,5.0,8:00:00,49.6626
23.064412,113.447505,4.0,7:39:00,49.648
23.032306,113.15679499999999,12.0,7:54:00,49.3891
23.125804000000002,113.4009,4.0,8:00:00,48.5795
23.009643,113.143825,12.0,7:45:00,47.8155
23.026035999999998,113.31943000000001,6.0,8:00:00,46.5355
23.123307999999998,113.409223,4.0,8:00:00,46.3032
23.096891,113.304406,5.0,8:00:00,46.2113
23.098008,113.236094,6.0,8:00:00,46.0497
23.203413,113.229464,6.0,8:00:00,45.8232
22.672999,114.227576,10.0,7:39:00,45.6855
22.703545000000002,113.944387,4.0,7:54:00,45.4946
22.614072,114.148979,5.0,8:00:00,45.105
23.11072,113.27443600000001,5.0,8:00:00,44.3144
23.087139,113.278892,5.0,8:00:00,44.1162
23.179085,113.23256200000002,7.0,8:00:00,43.8309
23.141318,113.40041699999999,5.0,8:00:00,43.8033
22.716905,114.388943,5.0,6:39:00,42.8347
23.091655,113.33694399999999,5.0,8:00:00,42.3704
23.318118,113.363802,7.0,7:03:00,42.1776
23.377337,113.21454299999999,11.0,6:51:00,41.8386
23.126860999999998,113.26799399999999,6.0,8:00:00,41.8386
22.524485000000002,113.949348,7.0,7:51:00,41.8386
23.196752,113.347108,5.0,8:00:00,41.8386
22.831844,113.696638,3.0,6:42:00,41.8386
22.678983,114.00437600000001,4.0,8:00:00,41.8386
23.040397,113.158358,10.0,8:00:00,41.8386
23.15374,112.905005,7.0,6:39:00,41.8386
22.675887,113.807281,6.0,7:03:00,40.0001
22.625597,114.03451899999999,3.0,8:00:00,39.9479
22.545463,113.92638999999998,1.0,6:33:00,39.8463
23.458748999999997,113.19398600000001,14.0,6:51:00,39.8463
22.540878,114.08584499999999,5.0,8:00:00,39.8463
22.559842,114.118199,4.0,8:00:00,39.8463
23.212488,113.292305,5.0,8:00:00,39.8463
23.13516,113.33788600000001,6.0,8:00:00,39.8463
23.105198,113.27688400000001,5.0,8:00:00,39.8463
23.095225,113.365248,4.0,8:00:00,39.8463
23.193444,113.370323,5.0,8:00:00,39.8463
22.565797,114.123028,4.0,8:00:00,39.8463
23.001787,113.352865,6.0,8:00:00,39.8463
22.728735999999998,114.26430500000001,1.0,6:36:00,39.8463
23.373834,113.433356,5.0,6:45:00,39.8463
23.135970999999998,113.38671299999999,5.0,8:00:00,39.8463
22.646860999999998,114.009774,1.0,6:39:00,39.8463
22.679169,113.938947,5.0,8:00:00,39.8463
23.10584,113.27128400000001,5.0,8:00:00,39.8463
22.659864000000002,114.120275,5.0,8:00:00,39.8463
22.708022,113.815302,3.0,7:24:00,39.8463
22.550248,114.09253400000001,4.0,8:00:00,39.8463
22.547093,113.97810600000001,1.0,6:39:00,39.8463
22.56253,114.09444099999999,1.0,6:51:00,39.8463
23.148314000000003,113.29334899999999,1.0,7:36:00,39.8463
22.550907000000002,114.13329499999999,1.0,6:51:00,39.8463
23.141977,113.236106,7.0,8:00:00,39.8463
23.17077,113.386429,5.0,8:00:00,39.8463
23.10288,113.240445,6.0,8:00:00,39.8463
22.531248,114.074777,5.0,8:00:00,39.8463
22.566277,114.057247,1.0,6:51:00,39.8463
22.937503,113.472495,12.0,6:39:00,39.8463
22.780596,114.29711599999999,10.0,7:06:00,39.8463
22.693761,114.225501,9.0,7:45:00,39.8463
22.607315,114.11131499999999,4.0,8:00:00,39.8463
23.203141,113.34152900000001,5.0,8:00:00,39.8463
22.609728,114.12126799999999,4.0,8:00:00,39.8463
22.571192,114.040503,3.0,8:00:00,39.8463
23.132668,113.286578,6.0,8:00:00,39.8463
22.581488,113.877354,6.0,7:42:00,39.8463
22.681384,113.835816,5.0,7:21:00,39.8463
22.626028,114.152468,5.0,8:00:00,39.8463
23.439895,113.272345,9.0,7:06:00,39.8463
23.142616,113.293306,6.0,8:00:00,39.8463
23.279398,113.215721,9.0,7:18:00,39.8463
22.553907000000002,113.974574,6.0,8:00:00,39.8463
22.573458,114.11882299999999,4.0,8:00:00,39.8463
23.112827,113.280243,1.0,7:27:00,39.8463
22.991592,113.72313500000001,1.0,6:33:00,39.8463
23.333676,113.393497,5.0,6:57:00,39.8463
22.537562,113.93703899999998,7.0,7:45:00,39.8463
22.608567999999998,113.853501,1.0,6:36:00,39.8463
23.223677,113.236506,6.0,8:00:00,39.8463
23.101533,113.28123300000001,1.0,7:27:00,39.8463
22.539697,113.91186100000002,7.0,7:39:00,39.8463
22.521439,113.93006299999999,1.0,6:33:00,39.8463
22.541419,114.109829,4.0,8:00:00,39.8463
22.521504999999998,113.932276,6.0,7:39:00,39.8463
23.41147,113.19220800000001,15.0,6:51:00,39.8463
22.586891,113.86951599999999,6.0,7:42:00,39.8463
23.105473999999997,113.487867,4.0,7:27:00,39.8463
22.537285999999998,114.075432,1.0,6:51:00,39.8463
22.54842,114.08911200000001,4.0,8:00:00,39.8463
22.67597,114.04162099999999,3.0,8:00:00,39.8463
23.122523,113.40199799999999,4.0,8:00:00,39.8463
22.656474,114.02653600000001,1.0,6:45:00,39.8463
22.697979999999998,113.82128,4.0,7:15:00,39.8463
23.168829000000002,113.32578600000001,1.0,7:39:00,39.8463
22.65703,114.21815500000001,1.0,6:48:00,39.8463
23.214644,113.262955,5.0,8:00:00,39.8463
23.192039,113.348428,5.0,8:00:00,39.8463
22.566805,113.92673300000001,6.0,7:42:00,39.8463
22.557264,114.05461799999999,4.0,8:00:00,39.8463
23.136778,113.393584,1.0,7:18:00,39.8463
23.102809,113.23530500000001,6.0,8:00:00,39.8463
23.349518,113.299053,7.0,7:18:00,39.8463
