会员编号,x,y,预订任务限额,预订任务开始时间,信誉值
B0920,22.669292,114.021914,2,8:00:00,19.9231
B0921,22.645539,114.043661,2,8:00:00,19.9231
B0922,22.689654,114.089125,3,8:00:00,19.9231
B0923,23.197087,113.272624,4,8:00:00,19.9231
B0924,22.608405,114.131808,3,8:00:00,19.9231
B0925,23.161889,113.311327,4,8:00:00,19.9231
B0926,22.762261,113.803356,2,7:48:00,19.9231
B0927,22.762335,113.932282,2,8:00:00,19.9231
B0928,23.197231,113.265481,4,8:00:00,19.9231
B0929,22.796075,113.952992,3,7:09:00,19.9231
B0930,23.176051,113.664926,17,6:30:00,19.9231
B0931,23.147242,113.349043,4,8:00:00,19.9231
B0932,23.143869,113.433006,3,8:00:00,19.9231
B0933,23.279898,113.306788,4,8:00:00,19.9231
B0934,22.604255,113.889285,4,8:00:00,19.9231
B0935,22.57019,114.503161,1,6:33:00,19.9231
B0936,23.067267,113.399145,3,8:00:00,19.9231
B0937,22.697286,113.788603,2,7:24:00,19.9231
B0938,22.753515,113.857615,3,8:00:00,19.9231
B0939,22.7529,113.792718,2,7:42:00,19.9231
B0940,22.967507,113.338308,3,7:45:00,19.9231
B0941,23.063067,113.346537,3,8:00:00,19.9231
B0942,22.694308,113.798991,2,7:21:00,19.9231
B0943,22.807539,113.892801,3,7:33:00,19.9231
B0944,23.137376,113.338695,4,8:00:00,19.9231
B0945,23.202991,113.374881,3,8:00:00,19.9231
B0946,23.116361,113.226914,4,8:00:00,19.9231
B0947,22.501452,113.938755,5,8:00:00,19.9231
B0948,22.731251,114.100123,3,8:00:00,19.9231
B0949,22.736324,114.38671,4,6:51:00,19.9231
B0950,23.47321,113.249584,9,7:09:00,19.9231
B0951,23.089764,113.308813,4,8:00:00,19.9231
B0952,22.789134,113.388964,24,6:36:00,19.9231
B0953,22.779628,113.914864,3,7:57:00,19.9231
B0954,22.69716,114.047236,3,8:00:00,19.9231
B0955,23.355278,113.392335,3,7:09:00,19.9231
B0956,23.208776,113.334099,4,8:00:00,19.9231
B0957,23.389134,113.216845,8,7:15:00,19.9231
B0958,23.138844,113.579964,3,6:57:00,19.9231
B0959,23.047007,113.337859,3,8:00:00,19.9231
B0960,23.202989,113.263381,1,7:42:00,19.9231
B0961,23.179264,113.714935,11,6:33:00,19.9231
B0962,22.616995,114.046901,1,7:21:00,19.9231
B0963,22.954901,113.379857,3,7:39:00,19.9231
B0964,22.682951,114.010378,2,8:00:00,19.9231
B0965,22.661587,114.074426,3,8:00:00,19.9231
B0966,22.568124,114.045091,2,8:00:00,19.9231
B0967,23.113131,113.449036,3,8:00:00,19.9231
B0968,22.585884,113.86968,4,8:00:00,19.9231
B0969,23.134618,113.386783,3,8:00:00,19.9231
B0970,22.985368,113.322854,4,8:00:00,19.9231
B0971,23.476614,113.239899,9,7:09:00,19.9231
B0972,22.580875,113.907313,4,8:00:00,19.9231
B0973,23.12403,113.254495,4,8:00:00,19.9231
B0974,23.5314,113.592978,14,6:33:00,19.9231
B0975,22.70298,113.84264,2,8:00:00,19.9231
B0976,22.643898,114.076399,3,8:00:00,19.9231
B0977,22.66513,114.238248,7,7:48:00,19.9231
B0978,22.788478,113.889537,2,7:57:00,19.9231
B0979,23.169018,113.38727,3,8:00:00,19.9231
B0980,22.708088,114.064351,3,8:00:00,19.9231
B0981,23.118132,113.364511,3,8:00:00,19.9231
B0982,22.755773,113.912015,3,8:00:00,19.9231
B0983,22.616425,114.118359,3,8:00:00,19.9231
B0984,22.590953,113.957013,4,8:00:00,19.9231
B0985,23.30995,113.237874,7,7:42:00,19.9231
B0986,22.678822,114.034685,3,8:00:00,19.9231
B0987,22.524293,113.949363,4,8:00:00,19.9231
B0988,22.695136,113.948254,3,8:00:00,19.9231
B0989,23.474501,113.238583,9,7:09:00,19.9231
B0990,22.56647,114.110719,3,8:00:00,19.9231
B0991,23.27411,113.32869,4,8:00:00,19.9231
B0992,22.725041,114.299771,7,7:30:00,19.9231
B0993,22.964123,113.283207,3,7:45:00,19.9231
B0994,22.659687,114.008433,2,8:00:00,19.9231
B0995,22.946646,113.364742,3,7:30:00,19.9231
B0996,23.11545,113.418224,1,7:30:00,19.9231
B0997,22.695095,113.815392,2,7:39:00,19.9231
B0998,22.770166,113.850591,3,8:00:00,19.9231
B0999,23.137149,113.279169,4,8:00:00,19.9231
B1000,22.566717,113.926536,5,8:00:00,19.9231
B1001,22.940616,113.360372,3,7:30:00,19.9231
B1002,22.498771,113.895248,5,8:00:00,19.9231
B1003,22.77798,114.081248,6,6:54:00,19.9231
B1004,23.000144,113.91974,7,7:15:00,19.9231
B1005,22.805936,113.741026,2,7:21:00,19.9231
B1006,22.743062,114.118197,4,7:39:00,19.9231
B1007,22.903224,113.816181,6,6:57:00,19.9231
B1008,22.804772,113.74753,2,7:24:00,19.9231
B1009,22.969322,113.70557,7,7:54:00,19.9231
B1010,22.979086,113.982372,4,7:18:00,19.9231
B1011,22.803661,113.812394,2,7:33:00,19.9231
B1012,23.022548,113.928423,7,7:06:00,19.9231
B1013,22.823812,113.799767,2,7:15:00,19.9231
B1014,22.77245,114.067428,5,7:00:00,19.9231
B1015,22.938265,113.625489,5,7:00:00,19.9231
B1016,22.778125,113.751863,2,7:42:00,19.9231
B1017,22.802223,114.102635,6,6:48:00,19.9231
B1018,22.925,113.631691,5,7:09:00,19.9231
B1019,22.841605,114.090852,6,6:54:00,19.9231
B1020,22.891166,113.826767,4,7:09:00,19.9231
B1021,22.700646,114.16965,4,8:00:00,19.9231
B1022,22.95593,113.662486,5,7:27:00,19.9231
B1023,22.954645,113.911108,6,7:09:00,19.9231
B1024,22.795295,113.760692,2,7:36:00,19.9231
B1025,23.083141,113.767028,10,7:36:00,19.9231
B1026,23.101657,113.874529,12,7:09:00,19.9231
B1027,22.926463,114.037365,5,7:03:00,19.9231
B1028,22.93,113.837293,9,7:00:00,19.9231
B1029,22.877114,114.095352,7,6:57:00,19.9231
B1030,22.709582,114.177666,4,8:00:00,19.9231
B1031,22.886224,114.007398,6,7:00:00,19.9231
B1032,23.003847,113.784079,10,7:42:00,19.9231
B1033,22.993739,113.87697,12,7:12:00,19.9231
B1034,22.815683,113.682839,2,6:54:00,19.9231
B1035,22.879447,113.824912,3,7:09:00,19.9231
B1036,23.114369,113.831847,9,7:27:00,19.9231
B1037,22.980098,113.86381,9,7:27:00,19.9231
B1038,23.059838,113.771276,10,7:39:00,19.9231
B1039,23.036206,113.772804,10,7:45:00,19.9231
B1040,22.822065,114.189993,9,6:48:00,19.9231
B1041,22.786421,113.740693,2,7:30:00,19.9231
B1042,23.020809,113.949274,5,7:12:00,19.9231
B1043,22.994115,113.992473,5,7:06:00,19.9231
B1044,23.009599,113.706808,7,7:51:00,19.9231
B1045,23.076711,113.969625,5,6:57:00,19.9231
B1046,22.809754,114.081164,7,6:45:00,19.9231
B1047,22.944554,113.866188,10,7:00:00,19.9231
B1048,22.811167,113.724467,2,7:09:00,19.9231
B1049,22.826964,114.108587,6,6:51:00,19.9231
B1050,22.780789,114.118719,6,6:45:00,19.9231
B1051,22.822234,113.755233,2,7:21:00,19.9231
B1052,22.764935,114.084304,5,7:15:00,19.9231
B1053,22.80565,113.740898,2,7:21:00,19.9231
B1054,23.037027,113.797487,9,7:54:00,19.9231
B1055,23.020852,113.984484,5,7:12:00,19.9231
B1056,22.915173,113.980395,5,7:09:00,19.9231
B1057,22.935573,113.636469,5,7:12:00,19.9231
B1058,22.768697,113.798912,2,7:39:00,19.9231
B1059,23.031772,114.092653,4,6:51:00,19.9231
B1060,22.976751,113.760212,9,7:54:00,19.9231
B1061,22.954993,113.911264,6,7:09:00,19.9231
B1062,22.813272,114.090229,6,6:48:00,19.9231
B1063,22.937475,113.712295,8,7:24:00,19.9231
B1064,23.106108,113.97324,6,6:42:00,19.9231
B1065,22.897119,113.852208,5,7:03:00,19.9231
B1066,22.768174,113.799205,2,7:39:00,19.9231
B1067,22.770692,113.789215,2,7:42:00,19.9231
B1068,22.95963,113.700828,6,7:45:00,19.9231
B1069,22.733944,114.116544,4,7:51:00,19.9231
B1070,22.814651,113.793246,2,7:21:00,19.9231
B1071,22.840164,114.200168,8,6:42:00,19.9231
B1072,23.041115,114.013836,5,6:57:00,19.9231
B1073,22.954792,113.920758,5,7:15:00,19.9231
B1074,23.052802,113.75171,9,7:48:00,19.9231
B1075,22.832463,113.680066,2,6:54:00,19.9231
B1076,22.900153,113.863877,5,6:57:00,19.9231
B1077,23.12442,113.885572,13,6:57:00,19.9231
B1078,22.775498,113.757734,2,7:45:00,19.9231
B1079,22.806587,113.837543,3,7:39:00,19.9231
B1080,22.829263,113.812398,2,7:24:00,19.9231
B1081,22.92664,113.983376,4,7:09:00,19.9231
B1082,22.732519,114.135313,4,7:51:00,19.9231
B1083,23.055013,113.744351,8,7:51:00,19.9231
B1084,22.799161,114.082389,6,6:48:00,19.9231
B1085,22.93524,113.712423,8,7:24:00,19.9231
B1086,23.023463,113.747246,8,8:00:00,19.9231
B1087,23.035179,113.799057,9,7:54:00,19.9231
B1088,23.06617,113.718616,8,7:36:00,19.9231
B1089,22.729495,114.204233,7,7:39:00,19.9231
B1090,22.91217,113.621716,5,7:03:00,19.9231
B1091,23.112146,113.79086,10,7:27:00,19.9231
B1092,22.831608,114.113402,6,6:45:00,19.9231
B1093,22.997915,113.897973,11,7:03:00,19.9231
B1094,22.739625,114.161596,6,7:15:00,19.9231
B1095,23.104527,113.867865,9,7:18:00,19.9231
B1096,23.044151,113.780224,10,7:39:00,19.9231
B1097,22.825356,113.736257,2,7:15:00,19.9231
B1098,22.985615,113.953996,5,7:15:00,19.9231
B1099,22.972278,114.035429,5,7:03:00,19.9231
B1100,22.898636,113.923088,4,7:12:00,19.9231
B1101,23.046573,113.786543,9,7:48:00,19.9231
B1102,23.010499,114.022416,5,7:06:00,19.9231
B1103,23.012182,113.71556,7,8:00:00,19.9231
B1104,23.032352,113.885701,11,7:12:00,19.9231
B1105,22.852086,113.72698,2,7:15:00,19.9231
B1106,23.011314,114.102109,6,6:48:00,19.9231
B1107,22.961579,113.67718,5,7:39:00,19.9231
B1108,22.974824,113.988868,4,7:09:00,19.9231
B1109,22.926663,113.935444,5,7:09:00,19.9231
B1110,22.954846,113.935392,5,7:12:00,19.9231
B1111,22.799794,113.67304,2,6:54:00,19.9231
B1112,22.961275,113.889792,9,7:00:00,19.9231
B1113,23.055543,113.548862,2,7:12:00,19.9231
B1114,23.037388,113.784323,10,7:45:00,19.9231
B1115,23.074947,113.696184,7,7:30:00,19.9231
B1116,22.801112,114.072281,6,6:48:00,19.9231
B1117,22.814671,113.795105,2,7:21:00,19.9231
B1118,23.092249,113.82953,9,7:36:00,19.9231
B1119,23.093876,113.784144,10,7:30:00,19.9231
B1120,23.027349,114.05203,4,6:51:00,19.9231
B1121,23.070079,113.878506,12,7:06:00,19.9231
B1122,22.771301,113.79212,2,7:42:00,19.9231
B1123,22.895069,113.634534,5,7:06:00,19.9231
B1124,22.960469,114.04255,4,7:03:00,19.9231
B1125,22.905706,113.819436,6,6:57:00,19.9231
B1126,22.984608,113.955644,5,7:15:00,19.9231
B1127,22.811372,113.796521,2,7:18:00,19.9231
B1128,22.953944,113.977261,4,7:12:00,19.9231
B1129,22.998147,113.923586,7,7:15:00,19.9231
B1130,22.932349,113.870064,9,6:54:00,19.9231
B1131,22.917688,114.090245,4,7:06:00,19.9231
B1132,22.920828,113.667761,5,7:21:00,19.9231
B1133,22.815166,114.16122,8,6:42:00,19.9231
B1134,22.813131,113.693021,2,6:54:00,19.9231
B1135,22.772376,114.07461,6,7:00:00,19.9231
B1136,23.039387,113.749698,9,7:48:00,19.9231
B1137,22.849592,113.709954,2,7:06:00,19.9231
B1138,23.013723,113.767861,9,7:51:00,19.9231
B1139,22.913478,114.007215,5,7:03:00,19.9231
B1140,22.813916,113.81585,2,7:36:00,19.9231
B1141,23.091486,113.733677,8,7:33:00,19.9231
B1142,23.018409,113.931099,7,7:12:00,19.9231
B1143,23.061404,113.745668,9,7:45:00,19.9231
B1144,22.857311,114.16751,6,6:42:00,19.9231
B1145,22.745632,114.132189,4,7:30:00,19.9231
B1146,23.039652,113.793757,9,7:48:00,19.9231
B1147,22.821741,113.796559,2,7:18:00,19.9231
B1148,22.996231,113.842775,8,7:39:00,19.9231
B1149,22.849609,113.635105,3,6:54:00,19.9231
B1150,22.845934,113.677471,2,7:03:00,19.9231
B1151,22.921877,113.970559,4,7:09:00,19.9231
B1152,22.797837,113.7765,2,7:33:00,19.9231
B1153,23.047683,113.965833,4,7:09:00,19.9231
B1154,22.799248,113.734852,2,7:18:00,19.9231
B1155,22.828959,114.219065,9,6:54:00,19.9231
B1156,22.988497,114.020475,5,7:03:00,19.9231
B1157,23.031403,113.998336,5,7:00:00,19.9231
B1158,22.747349,114.11389,4,7:39:00,19.9231
B1159,23.028009,113.924963,7,7:09:00,19.9231
B1160,22.823346,114.190013,9,6:48:00,19.9231
B1161,22.979523,113.868991,11,7:18:00,19.9231
B1162,22.926757,113.931721,5,7:06:00,19.9231
B1163,22.778333,114.041517,4,7:06:00,19.9231
B1164,23.041146,113.793387,9,7:48:00,19.9231
B1165,22.861333,112.713124,9,6:30:00,19.9231
B1166,22.862543,113.140443,9,6:45:00,19.9231
B1167,23.097502,112.983289,8,6:51:00,19.9231
B1168,23.206301,113.090166,8,6:48:00,19.9231
B1169,22.783929,113.280208,28,6:39:00,19.9231
B1170,23.176257,112.84429,5,6:42:00,19.9231
B1171,23.044896,113.134245,8,8:00:00,19.9231
B1172,23.028507,113.205598,6,8:00:00,19.9231
B1173,22.95841,113.083468,7,8:00:00,19.9231
B1174,22.870735,113.070645,8,6:51:00,19.9231
B1175,23.031824,113.131483,1,6:36:00,19.9231
B1176,23.199288,112.862711,7,6:39:00,19.9231
B1177,23.044966,113.070853,8,8:00:00,19.9231
B1178,22.828449,113.186879,20,6:39:00,19.9231
B1179,22.957645,113.046727,1,6:33:00,19.9231
B1180,22.90844,113.084222,9,7:09:00,19.9231
B1181,22.851031,113.208916,18,6:48:00,19.9231
B1182,22.945842,112.992485,9,6:54:00,19.9231
B1183,22.886559,112.815505,25,6:33:00,19.9231
B1184,22.865052,113.012977,3,6:51:00,19.9231
B1185,23.218288,113.124721,5,6:45:00,19.9231
B1186,22.924002,113.078846,9,7:24:00,19.9231
B1187,23.10474,113.185962,5,8:00:00,19.9231
B1188,23.064156,113.132635,8,8:00:00,19.9231
B1189,22.946046,113.093371,8,8:00:00,19.9231
B1190,23.018008,112.928569,6,6:42:00,19.9231
B1191,23.062639,113.085754,8,8:00:00,19.9231
B1192,23.081462,112.963963,7,6:51:00,19.9231
B1193,23.158548,113.097191,8,7:00:00,19.9231
B1194,22.890848,112.908035,14,6:36:00,19.9231
B1195,22.910516,113.222848,13,7:03:00,19.9231
B1196,22.837338,113.269796,22,6:42:00,19.9231
B1197,23.217125,113.193624,5,8:00:00,19.9231
B1198,23.035598,113.072124,8,8:00:00,19.9231
B1199,23.131878,113.152314,6,8:00:00,19.9231
B1200,22.950558,113.200507,8,7:48:00,19.9231
B1201,22.746692,113.269884,21,6:48:00,19.9231
B1202,23.20048,113.126703,6,6:51:00,19.9231
B1203,22.811849,113.145181,9,6:45:00,19.9231
B1204,23.054558,113.077375,8,8:00:00,19.9231
B1205,23.187784,113.171703,5,8:00:00,19.9231
B1206,22.976627,113.224839,4,8:00:00,19.9231
B1207,23.045332,113.177387,5,8:00:00,19.9231
B1208,22.861972,113.174019,14,6:45:00,19.9231
B1209,23.176661,113.010389,10,6:36:00,19.9231
B1210,23.029895,113.18301,7,8:00:00,19.9231
B1211,23.031897,113.198752,5,8:00:00,19.9231
B1212,23.063001,112.952244,5,6:48:00,19.9231
B1213,23.03844,113.124528,8,8:00:00,19.9231
B1214,23.242116,113.113577,9,6:33:00,19.9231
B1215,23.1013,113.185484,5,8:00:00,19.9231
B1216,23.11445,113.186448,5,8:00:00,19.9231
B1217,23.068396,113.18246,5,8:00:00,19.9231
B1218,23.039637,113.113535,1,6:36:00,19.9231
B1219,22.966175,113.092774,8,8:00:00,19.9231
B1220,22.849746,113.011734,3,6:45:00,19.9231
B1221,23.091763,113.003852,8,6:54:00,19.9231
B1222,23.067008,112.967578,6,6:51:00,19.9231
B1223,22.905481,113.09496,9,7:03:00,19.9231
B1224,22.922027,113.22959,13,7:00:00,19.9231
B1225,22.77301,113.262919,23,6:45:00,19.9231
B1226,22.896958,113.046817,9,6:54:00,19.9231
B1227,22.873854,113.080458,8,6:51:00,19.9231
B1228,23.09287,113.196772,5,8:00:00,19.9231
B1229,22.833412,113.222219,22,6:42:00,19.9231
B1230,23.187311,113.15181,7,7:27:00,19.9231
B1231,23.181887,112.963401,5,6:45:00,19.9231
B1232,22.918387,113.083775,10,7:18:00,19.9231
B1233,23.041151,113.116029,8,8:00:00,19.9231
B1234,23.028549,113.108267,8,8:00:00,19.9231
B1235,23.140438,113.029602,10,6:48:00,19.9231
B1236,23.03649,113.151936,7,8:00:00,19.9231
B1237,23.049063,113.162249,6,8:00:00,19.9231
B1238,23.256482,113.157934,6,7:00:00,19.9231
B1239,23.024469,113.123242,8,8:00:00,19.9231
B1240,22.787911,113.123442,11,6:39:00,19.9231
B1241,23.089051,112.953818,6,6:48:00,19.9231
B1242,22.882888,113.079766,7,6:54:00,19.9231
B1243,23.181886,112.960073,5,6:45:00,19.9231
B1244,22.875004,112.960342,4,6:42:00,19.9231
B1245,22.841984,112.623743,7,6:30:00,19.9231
B1246,23.146479,113.16745,5,8:00:00,19.9231
B1247,23.025707,113.201287,7,8:00:00,19.9231
B1248,23.159015,113.175273,5,8:00:00,19.9231
B1249,23.078122,113.106922,8,8:00:00,19.9231
B1250,22.992381,113.205443,6,8:00:00,19.9231
B1251,22.907445,113.166922,13,7:03:00,19.9231
B1252,23.279771,112.95282,7,6:30:00,19.9231
B1253,23.047825,112.892575,5,6:36:00,19.9231
B1254,23.032175,113.058428,8,8:00:00,19.9231
B1255,23.14642,112.964127,6,6:51:00,19.9231
B1256,23.119823,113.209463,5,8:00:00,19.9231
B1257,22.841116,114.108676,6,6:51:00,19.5432
B1258,22.925371,112.924259,13,6:39:00,19.5432
B1259,23.001247,113.072967,8,8:00:00,19.5432
B1260,23.037019,113.134502,8,8:00:00,19.5432
B1261,22.547083,113.963737,4,8:00:00,18.5175
B1262,22.623677,114.117077,3,8:00:00,18.3667
B1263,22.519363,113.920024,4,8:00:00,18.261
B1264,23.585306,113.524752,11,6:51:00,17.9308
B1265,23.1972,113.341247,4,8:00:00,17.9066
B1266,23.264825,113.78339,2,6:54:00,17.8619
B1267,23.378745,113.451695,3,7:06:00,17.6769
B1268,23.235479,113.310501,4,8:00:00,17.4307
B1269,22.989233,114.015563,5,8:00:00,17.3502
B1270,22.840749,113.713928,2,8:00:00,16.6889
B1271,23.019999,113.304801,4,8:00:00,15.8772
B1272,22.771888,114.087366,5,8:00:00,15.8198
B1273,23.114535,113.359365,1,8:00:00,15.7373
B1274,23.113707,113.194624,5,8:00:00,15.1603
B1275,22.620784,114.142396,3,8:00:00,14.888
B1276,23.233479,113.273647,4,8:00:00,13.9462
B1277,23.165246,113.229868,4,8:00:00,13.5709
B1278,22.947583,113.155394,7,8:00:00,13.1511
B1279,23.552925,113.59388,11,6:57:00,13.0081
B1280,23.006205,113.125956,6,8:00:00,12.9003
B1281,23.109573,113.189996,4,8:00:00,12.2308
B1282,23.103535,113.239467,3,8:00:00,11.5443
B1283,23.115734,113.284565,3,8:00:00,11.5341
B1284,22.662717,113.868257,3,8:00:00,11.4122
B1285,22.715165,114.16351,3,8:00:00,11.3608
B1286,22.711769,114.233943,5,8:00:00,11.0655
B1287,23.179127,113.232607,3,8:00:00,10.9577
B1288,22.959082,113.688505,4,8:00:00,10.8986
B1289,23.04612,113.77029,7,8:00:00,10.2849
B1290,23.17939,113.232624,3,8:00:00,9.9616
B1291,22.677596,113.943079,1,6:54:00,8.9832
B1292,23.11535,113.287375,2,8:00:00,8.0595
B1293,23.138009,113.339948,3,8:00:00,8.0586
B1294,22.648431,114.025186,1,8:00:00,7.7362
B1295,23.189477,112.9031,3,7:00:00,7.5925
B1296,23.346159,113.291179,3,8:00:00,7.5268
B1297,22.934163,113.661179,4,8:00:00,7.4288
B1298,23.197974,113.362159,2,8:00:00,7.4166
B1299,23.207299,113.219847,3,8:00:00,6.4138
B1300,22.732855,113.913579,1,8:00:00,6.3409
B1301,23.095291,113.268316,2,8:00:00,6.0877
B1302,22.751659,113.798215,1,8:00:00,5.9769
B1303,23.005873,113.941863,3,8:00:00,5.9769
B1304,23.132753,113.389921,2,8:00:00,5.6317
B1305,22.541893,114.104769,2,8:00:00,5.6198
B1306,22.783063,113.883553,1,8:00:00,5.5463
B1307,22.801885,113.809194,1,8:00:00,5.4222
B1308,23.140609,113.276638,2,8:00:00,4.9808
B1309,22.736689,114.014507,1,8:00:00,4.8502
B1310,23.114157,113.861517,4,8:00:00,4.7742
B1311,23.076772,113.285325,2,8:00:00,4.6652
B1312,23.185425,113.328208,2,8:00:00,4.2748
B1313,23.081575,113.255523,2,8:00:00,4.2743
B1314,22.9547,113.380502,1,8:00:00,4.2255
B1315,22.838986,113.19525,10,7:21:00,4.2092
B1316,23.235565,113.313338,2,8:00:00,4.1743
B1317,23.114962,113.550644,1,7:57:00,4.1494
B1318,22.616369,114.169655,2,8:00:00,4
B1319,22.943723,113.092554,3,8:00:00,4
B1320,23.136097,113.391523,1,8:00:00,3.9846
B1321,23.081941,113.340145,2,8:00:00,3.9846
B1322,22.688487,113.950857,1,8:00:00,3.9846
B1323,22.538541,114.017808,1,8:00:00,3.9846
B1324,23.151366,113.33294,2,8:00:00,3.9846
B1325,22.981142,113.319482,2,8:00:00,3.9846
B1326,22.642198,114.057303,1,8:00:00,3.9846
B1327,23.202877,113.224004,2,8:00:00,3.9846
B1328,23.135027,113.391975,1,8:00:00,3.9846
B1329,23.09353,113.97741,2,8:00:00,3.9846
B1330,22.900134,112.901647,6,6:51:00,3.9846
B1331,22.99176,113.884259,5,8:00:00,3.8779
B1332,22.594962,114.131239,1,8:00:00,3.7533
B1333,22.691853,113.793094,1,8:00:00,3.4315
B1334,22.567707,114.119228,1,8:00:00,3.1214
B1335,23.114022,113.287397,1,8:00:00,3.0446
B1336,23.12621,113.264437,1,8:00:00,2.1046
B1337,23.262857,113.362453,1,8:00:00,2.1046
B1338,23.1394,113.329564,1,8:00:00,2.0332
B1339,22.653325,114.055072,1,8:00:00,2
B1340,23.150466,113.2571,1,8:00:00,2
B1341,23.142575,113.459695,1,8:00:00,2
B1342,22.666216,113.870892,1,8:00:00,2
B1343,22.591455,113.85078,2,8:00:00,2
B1344,22.557764,114.053106,1,8:00:00,2
B1345,23.176335,113.278514,1,8:00:00,2
B1346,23.046553,113.380583,1,8:00:00,2
B1347,22.567335,114.049928,1,8:00:00,2
B1348,22.59598,114.122261,1,8:00:00,2
B1349,22.604491,113.884646,1,8:00:00,2
B1350,22.546566,113.919158,1,8:00:00,2
B1351,23.119893,113.379039,1,8:00:00,2
B1352,23.027139,113.325241,1,8:00:00,2
B1353,22.762004,113.884499,1,8:00:00,2
B1354,22.719648,114.217649,2,8:00:00,2
B1355,23.178014,113.271324,1,8:00:00,2
B1356,22.740831,113.830542,1,8:00:00,2
B1357,22.640204,114.19104,2,8:00:00,2
B1358,22.735581,114.021474,1,8:00:00,2
B1359,22.67872,114.00856,1,8:00:00,2
B1360,22.682929,114.375702,1,7:45:00,2
B1361,23.254538,113.280497,1,8:00:00,2
B1362,22.643088,114.077496,1,8:00:00,2
B1363,23.32926,113.235614,2,8:00:00,2
B1364,23.113186,113.456276,1,8:00:00,2
B1365,22.692526,113.808621,1,8:00:00,2
B1366,22.692011,113.935795,1,8:00:00,2
B1367,22.877694,113.313253,4,8:00:00,2
B1368,22.95994,113.346143,1,8:00:00,2
B1369,22.676616,114.019238,1,8:00:00,2
B1370,23.367849,113.372406,1,8:00:00,2
B1371,22.696592,114.080521,1,8:00:00,2
B1372,22.688898,113.941172,1,8:00:00,2
B1373,23.129741,113.466657,1,8:00:00,2
B1374,22.753612,114.387122,2,8:00:00,2
B1375,22.648044,113.841368,1,8:00:00,2
B1376,23.09828,113.326104,1,8:00:00,2
B1377,22.590931,113.872062,1,8:00:00,2
B1378,23.292381,113.840487,1,6:54:00,2
B1379,23.2046,113.432343,1,8:00:00,2
B1380,22.761396,114.370497,2,7:57:00,2
B1381,23.126289,113.42732,1,8:00:00,2
B1382,22.614869,114.122876,1,8:00:00,2
B1383,22.758745,114.25131,2,8:00:00,2
B1384,23.198481,113.410804,1,8:00:00,2
B1385,22.762562,113.829352,1,8:00:00,2
B1386,23.5633,113.475857,1,6:36:00,2
B1387,22.55392,114.096056,1,8:00:00,2
B1388,22.571959,114.061668,1,8:00:00,2
B1389,23.136125,113.260912,1,8:00:00,2
B1390,22.966192,114.139648,2,6:57:00,2
B1391,22.981998,114.002272,1,8:00:00,2
B1392,23.11394,113.840691,3,8:00:00,2
B1393,23.061539,113.819426,3,8:00:00,2
B1394,23.046685,113.787325,3,8:00:00,2
